ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level,cik,Formatted Date,ticker/date,_id,Adj Close,Close,High,Low,Open,Volume
PG,Procter & Gamble Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/3670fb2ffd852345681a233e48444f3dcf2001b5471cdc3eba3b486b02a42653.png,https://us.pg.com/,A,High,BBB,High,BB,Medium,560,422,310,1292,A,High,80424,04/18/2022,PG04/18/2022,662183b3f6fcf517c9210080,149.32505798339844,157.05999755859375,158.97999572753906,156.52999877929688,158.47999572753906,6034500.0
OXY,Occidental Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/4bd186a6-80ec-11ea-a3b4-00000000092a.png,https://www.oxy.com/,A,High,BB,Medium,BB,Medium,505,302,300,1107,BBB,High,797468,04/18/2022,OXY04/18/2022,662183b3f6fcf517c920e50c,60.0710334777832,61.369998931884766,63.0099983215332,59.93000030517578,60.209999084472656,30802500.0
MLM,Martin Marietta Materials Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/287fe388-80ec-11ea-9de9-00000000092a.png,https://www.martinmarietta.com/,A,High,BB,Medium,BB,Medium,573,313,300,1186,BBB,High,916076,04/18/2022,MLM04/18/2022,662183b2f6fcf517c920b4ff,357.5997009277344,362.4700012207031,367.0700073242188,360.760009765625,364.4700012207031,270000.0
PAYC,Paycom Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/b628d340-80cf-11ea-98d8-00000000092a.png,https://www.paycom.com/,BBB,High,BB,Medium,BB,Medium,470,305,315,1090,BBB,High,1590955,04/18/2022,PAYC04/18/2022,662183b3f6fcf517c920f1cb,306.3484802246094,308.45001220703125,317.27398681640625,300.2799987792969,316.70001220703125,661100.0
PEG,Public Service Enterprise Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/bd3fa8b3e81d439c73c3b9a41a0245b2f6290a78ba714a357aaad6b2d8bb6329.png,https://corporate.pseg.com/,A,High,BB,Medium,B,Medium,500,300,205,1005,BBB,High,788784,04/19/2022,PEG04/19/2022,662183b3f6fcf517c921046f,68.01494598388672,73.08000183105469,73.2699966430664,72.52999877929688,72.52999877929688,1793800.0
OKE,ONEOK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/bcc2fea52eb4ed3c09480c39a0f866f1ff14ceebca9b32d8e364cbc3a63d217b.png,https://www.oneok.com/,A,High,BB,Medium,BB,Medium,581,326,355,1262,A,High,1039684,04/18/2022,OKE04/18/2022,662183b3f6fcf517c920e8f8,64.48545837402344,72.5,73.37999725341797,71.26000213623047,71.7699966430664,4433700.0
NRG,NRG Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/3ffb315a-80ec-11ea-bff8-00000000092a.png,https://www.nrg.com/,BB,Medium,BB,Medium,B,Medium,371,327,218,916,BBB,High,1013871,04/18/2022,NRG04/18/2022,662183b2f6fcf517c920df2a,36.92116165161133,39.83000183105469,39.95000076293945,39.2400016784668,39.25,1883600.0
L,Loews Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/497e1c10-80fc-11ea-a007-00000000092a.png,https://www.loews.com/,A,High,BB,Medium,BB,Medium,505,303,313,1121,BBB,High,60086,04/18/2022,L04/18/2022,662183b2f6fcf517c920ab30,65.5,65.5,65.68000030517578,64.77999877929688,64.77999877929688,690000.0
OMC,Omnicom Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/4a76e650-80ec-11ea-8407-00000000092a.png,https://www.omnicomgroup.com/,A,High,BB,Medium,BB,Medium,543,333,305,1181,BBB,High,29989,04/18/2022,OMC04/18/2022,662183b3f6fcf517c920e702,78.5999984741211,78.5999984741211,79.38999938964844,78.20999908447266,78.44000244140625,1624600.0
O,Realty Income Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903058.jpeg,https://www.realtyincome.com/Home/default.aspx,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,726728,04/19/2022,O04/19/2022,662183b3f6fcf517c9210f3f,66.99089813232422,74.12000274658203,74.2699966430664,73.3499984741211,73.37999725341797,3406000.0
UNP,Union Pacific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/92d19634-80ec-11ea-b0ea-00000000092a.png,https://www.up.com/index.htm,B,Medium,B,Medium,B,Medium,290,257,245,792,BB,Medium,100885,04/19/2022,UNP04/19/2022,662183b3f6fcf517c9214eee,234.17950439453125,245.6199951171875,246.08999633789065,243.6199951171875,244.7700042724609,2269000.0
NEM,Newmont Corporation,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/39e32600-80ec-11ea-976b-00000000092a.png,https://newmont.com/,AA,Excellent,BB,Medium,BB,Medium,675,389,355,1419,A,High,1164727,04/18/2022,NEM04/18/2022,662183b2f6fcf517c920d461,78.79906463623047,85.41999816894531,86.37000274658203,85.0999984741211,85.55000305175781,5513800.0
NKE,Nike Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/570aa3f1982c6fd2b7f22fab7a3cdb509c2b07a4ac0ccdcd293e4bbe9ab9089c.png,https://about.nike.com/,B,Medium,B,Medium,B,Medium,205,275,200,680,B,Medium,320187,04/18/2022,NKE04/18/2022,662183b2f6fcf517c920d84d,128.40354919433594,131.6300048828125,133.38999938964844,130.30999755859375,132.0,5298200.0
LMT,Lockheed Martin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/18803aba-80ec-11ea-b8be-00000000092a.png,https://www.lockheedmartin.com/,A,High,BB,Medium,BB,Medium,510,324,320,1154,BBB,High,936468,04/18/2022,LMT04/18/2022,662183b2f6fcf517c920aa38,467.4400024414063,467.4400024414063,471.9700012207031,459.1099853515625,467.0,1638900.0
RSG,Republic Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/67eb5792-80ec-11ea-933b-00000000092a.png,https://www.republicservices.com/,B,Medium,B,Medium,B,Medium,293,235,216,744,B,Medium,1060391,04/19/2022,RSG04/19/2022,662183b3f6fcf517c9211322,130.0735321044922,133.72000122070312,134.1199951171875,132.8000030517578,133.02000427246094,906200.0
EFX,Equifax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/ca2b7d6c-80eb-11ea-8e3d-00000000092a.png,https://www.equifax.com/,BB,Medium,BB,Medium,BB,Medium,390,300,305,995,BBB,High,33185,10/06/2022,EFX10/06/2022,662183b1f6fcf517c92037f8,172.4205322265625,174.32000732421875,180.32000732421875,173.77000427246094,180.05999755859375,968100.0
EVRG,Evergy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/a5c31cb4-80ec-11ea-9d72-00000000092a.png,https://investors.evergy.com/,A,High,BB,Medium,BB,Medium,555,310,300,1165,BBB,High,1711269,10/06/2022,EVRG10/06/2022,662183b1f6fcf517c9203ed2,54.244728088378906,58.02999877929688,59.95000076293945,57.880001068115234,59.95000076293945,1881700.0
GL,Globe Life Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/87ab9652-80ec-11ea-833e-00000000092a.png,https://www.torchmarkcorp.com/,B,Medium,B,Medium,B,Medium,215,238,215,668,B,Medium,320335,07/06/2022,GL07/06/2022,662183b2f6fcf517c92064d1,97.07357788085938,98.43000030517578,98.83999633789062,96.52999877929688,97.5,886500.0
HWM,Howmet Aerospace Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/a2081e1a9a1a03ebd504b5dd1bbd1630d116c5d274535b006710232b14114847.png,https://www.howmet.com/,A,High,BB,Medium,BB,Medium,525,315,320,1160,BBB,High,4281,10/06/2022,HWM10/06/2022,662183b2f6fcf517c92075bd,33.010581970214844,33.20000076293945,33.65999984741211,32.880001068115234,33.060001373291016,1778700.0
GE,General Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,https://static.finnhub.io/logo/e8784888-80eb-11ea-95e2-00000000092a.png,https://www.ge.com,A,High,BB,Medium,BB,Medium,533,300,300,1133,BBB,High,40545,10/06/2022,GE10/06/2022,662183b2f6fcf517c9205a46,40.97810363769531,41.25617599487305,42.04117965698242,40.988277435302734,41.57391357421875,7953396.0
PODD,Insulet Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/bd79a7d8-826a-11ea-ba18-00000000092a.png,https://www.omnipod.com,B,Medium,B,Medium,B,Medium,215,233,205,653,B,Medium,1145197,07/11/2022,PODD07/11/2022,662183b2f6fcf517c920823e,230.82000732421875,230.82000732421875,232.6499938964844,227.52999877929688,229.9900054931641,342800.0
